"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value","Value_type","Numerator","Denominator","upper 95%","lower 95%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","10.70%","%","364876","3424883.5","11.10%","10.20%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","13.50%","%","386311","2854462","14.10%","13%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","24.10%","%","6917.5","28729","36.70%","11.50%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","15.90%","%","20359.5","127853.5","20.90%","11%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","17.30%","%","12260","70785.5","25%","9.70%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","15%","%","3978.5","26467","25.80%","4.20%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","17.10%","%","43515.5","253835","20.90%","13.40%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","13.80%","%","430641","3111579.5","14.40%","13.30%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","15.90%","%","304214","1914974","16.60%","15.10%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","19.80%","%","18837","95067","26.20%","13.50%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","18.80%","%","9687","51556","28.20%","9.40%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","19.50%","%","37893","193832","24.20%","14.90%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","16.20%","%","342560","2110397","17%","15.50%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","13%","%","140041","1076908","13.90%","12.10%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","11.40%","%","17509","153269","15.40%","7.40%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","17%","%","9047","53208","25.70%","8.30%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","16.80%","%","12558","74926","23.50%","10%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","13.90%","%","40675","293543","17%","10.70%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","13.20%","%","180916","1371767","14%","12.40%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","41.20%","%","554698","1345777","42.40%","40%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","28.60%","%","42859","149892","34.20%","23%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","39.70%","%","18084","45549","51.10%","28.30%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","35%","%","16770","47883","45.80%","24.30%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","33.50%","%","87016","260035","38%","29%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","39.90%","%","641815","1606829","41%","38.90%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","35%","%","17467","49863","41.30%","28.70%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","36.40%","%","21528","59099","42.30%","30.50%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.50%","%","2148463","15934062","13.70%","13.20%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","15.50%","%","29027","187112","19.80%","11.30%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","11.80%","%","142205","1208834","13.20%","10.30%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","15.40%","%","68927","448830","18.20%","12.60%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","15%","%","57569","382674","17.90%","12.10%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.40%","%","297728","2227450","14.50%","12.20%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.50%","%","2449385","18181488","13.70%","13.20%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","14.50%","%","875023","6055096","14.80%","14.10%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","10.80%","%","8664","80078","16.20%","5.50%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","22.30%","%","110462","496420","25.10%","19.40%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","13.50%","%","32262","238875","16.90%","10.10%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","27.30%","%","53926","197728","32.10%","22.40%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","20.30%","%","205314","1013101","22.20%","18.30%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","15.30%","%","1081785","7076369","15.70%","14.90%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","18.20%","%","473902","2602432.5","18.90%","17.50%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","22.90%","%","9303","40575","33.50%","12.40%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","29.20%","%","38913.5","133398.5","35.20%","23.10%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","19.40%","%","16093.5","82929","26.40%","12.40%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","38.80%","%","13572","35018","51.50%","26%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","26.70%","%","77882","291920.5","30.70%","22.60%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","19.10%","%","553283","2898475.5","19.70%","18.40%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","25.40%","%","774252","3045266.5","26.10%","24.70%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","41.50%","%","13654","32918","54.70%","28.30%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","47.10%","%","64231.5","136425.5","53.40%","40.70%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","27.40%","%","22964.5","83737","35.10%","19.80%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","37.50%","%","11261","30045","51%","24%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","39.60%","%","112111","283125.5","44%","35.20%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.60%","%","887140","3332043.5","27.30%","26%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","33.10%","%","677061","2046428","34%","32.20%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","51.50%","%","51733","100393","59%","44.10%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","37.50%","%","21559","57507","47.60%","27.40%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","56.30%","%","13967","24802","71.10%","41.50%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","47.50%","%","96569","203127","52.90%","42.20%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","34.40%","%","774014","2251993","35.20%","33.50%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","28.70%","%","216126","754315","30%","27.30%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","53.90%","%","71472","132507","60.30%","47.50%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","33.40%","%","15506","46462","44.10%","22.60%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","43.90%","%","29851","67953","53.20%","34.70%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","46.40%","%","118457","255060","51.20%","41.70%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","33.20%","%","335136","1010646","34.40%","31.90%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","58.30%","%","845585","1451388","59.30%","57.20%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","81.20%","%","142946","176068","85.40%","77%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","65.80%","%","37724","57364","75.60%","55.90%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","70.80%","%","38748","54767","79.70%","61.80%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","75.80%","%","230426","303917","79.40%","72.20%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","61.30%","%","1077030","1758182","62.20%","60.30%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","49.30%","%","21563","43725","56.20%","42.50%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","53.30%","%","27876","52309","59.60%","46.90%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","24.30%","%","3883512","15998651","24.60%","24%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","27.20%","%","54030","198315","32.10%","22.40%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","40.90%","%","481142","1177479","43%","38.70%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","25.90%","%","147642","569795","28.80%","23%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","39.60%","%","162919","411907","43.20%","35.90%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","35.90%","%","845733","2357496","37.40%","34.40%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","25.80%","%","4736264","18380018","26.10%","25.50%"
"% of individuals inactive","White","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","11.10%","%","1287942","11569329","11.40%","10.90%"
"% of individuals inactive","Mixed","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","7.20%","%","10994","151863","10.60%","3.90%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","12.90%","%","134808","1048839","14.40%","11.30%"
"% of individuals inactive","Black or Black British","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","11.10%","%","45677","410123","13.60%","8.70%"
"% of individuals inactive","Other","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","17.90%","%","67326","376069","21%","14.80%"
"% of individuals inactive","Other than White ","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","13%","%","258805","1986894","14.20%","11.90%"
"% of individuals inactive","Unreported","ONS 5+1","2014","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
